id,title,runtime,original_language,overview,popularity,tagline,genres,spoken_languages,keywords,directors,writers,averageRating,numVotes,cast,sex_nudity_summary,sex_nudity_score,year,NLP_nudity_score,Sexual_Nudity_Category,sex_nudity_summary_cleaned
12405,Slumdog Millionaire,120,en,"A teenager reflects on his life after being accused of cheating on the Indian version of ""Who Wants to be a Millionaire?"".",22.969,What does it take to find a lost love?,"Drama, Romance","French, Hindi, English","based on novel or book, slum, cheating, suspicion, mumbai (bombay), india, game show, quiz, orphan, duringcreditsstinger, taj mahal, india","Danny Boyle, Loveleen Tandan","Simon Beaufoy, Vikas Swarup",8.0,890060,"Dev Patel, Freida Pinto, Madhur Mittal, Anil Kapoor, Mahesh Manjrekar, Saurabh Shukla, Irrfan Khan, Ankur Vikal, Tanay Chheda, Ayush Mahesh Khedekar",** Moderate.  A young boy is forced to expose himself.  A teenage boy and girl kiss and touch each other under their clothes.  A man and woman kiss passionately.  Some prostitutes are shown.  Some innuendo.,,2008,5,Moderate,A young boy is forced to expose himself.  A teenage boy and girl kiss and touch each other under their clothes.  A man and woman kiss passionately.  Some prostitutes are shown.  Some innuendo.
51876,Limitless,105,en,"A paranoia-fueled action thriller about an unsuccessful writer whose life is transformed by a top-secret ""smart drug"" that allows him to use 100% of his brain and become a perfect version of himself. His enhanced abilities soon attract shadowy forces that threaten his new life in this darkly comic and provocative film.",33.384,What if a pill could make you rich and powerful?,"Thriller, Mystery, Science Fiction","English, Italian, Russian, Mandarin, French","new york city, medicine, politician, iq, pill, stalking, superhuman, writer, drugs, threat, knowledge, nootropics, mind booster",Neil Burger,"Leslie Dixon, Alan Glynn",7.4,624443,"Bradley Cooper, Robert De Niro, Abbie Cornish, Andrew Howard, Anna Friel, Johnny Whitworth, Tomas Arana, Robert John Burke, Darren Goldstein, Ned Eisenberg",Moderate.  A man and woman kiss passionately and begin to undress each other.  They are interrupted before anything explicit is shown.  Some innuendo and sexual references. A woman wears low-cut tops that reveal cleavage.,4.0,2011,4,Mild,A man and woman kiss passionately and begin to undress each other.  They are interrupted before anything explicit is shown.  Some innuendo and sexual references. A woman wears low-cut tops that reveal cleavage.
84892,The Perks of Being a Wallflower,103,en,"Pittsburgh, Pennsylvania, 1991. High school freshman Charlie is a wallflower, always watching life from the sidelines, until two senior students, Sam and her stepbrother Patrick, become his mentors, helping him discover the joys of friendship, music and love.",40.616,We are infinite.,Drama,English,"school friend, depression, high school, friendship, based on novel or book, trauma, coming of age, freshman, school, teenage boy, high school student, first love, aunt nephew relationship, lgbt, mental health, lgbt teen, pittsburgh, pennsylvania, 1990s, based on young adult novel, gay theme, boys' love (bl), teenager",Stephen Chbosky,Stephen Chbosky,7.9,564224,"Logan Lerman, Emma Watson, Ezra Miller, Mae Whitman, Kate Walsh, Dylan McDermott, Melanie Lynskey, Nina Dobrev, Johnny Simmons, Joan Cusack","Moderate; Some sexual references and innuendo. A teenage girl is revealed to have been molested as a child.  A teenage boy kisses two different girls.  A teenage boy and girl make out in a car.  A teenage boy and girl dance closely.  A teenage boy touches a girl's breast while dancing.  Teenage boys talk about girls' breasts.  A teenage boy is dared to kiss a girl.  A teenage girl says she is a ""slut.""  A teenage boy says he is a virgin.  A teenage girl gives a teenage boy a lap dance.",4.0,2012,7,Moderate,"Some sexual references and innuendo. A teenage girl is revealed to have been molested as a child.  A teenage boy kisses two different girls.  A teenage boy and girl make out in a car.  A teenage boy and girl dance closely.  A teenage boy touches a girl's breast while dancing.  Teenage boys talk about girls' breasts.  A teenage boy is dared to kiss a girl.  A teenage girl says she is a ""slut.""  A teenage boy says he is a virgin.  A teenage girl gives a teenage boy a lap dance."
8844,Jumanji,104,en,"When siblings Judy and Peter discover an enchanted board game that opens the door to a magical world, they unwittingly invite Alan -- an adult who's been trapped inside the game for 26 years -- into their living room. Alan's only hope for freedom is to finish the game, which proves risky as all three find themselves running from giant rhinoceroses, evil monkeys and other terrifying creatures.",13.444,Roll the dice and unleash the excitement!,"Adventure, Fantasy, Family","English, French","giant insect, board game, disappearance, jungle, recluse, stampede, based on young adult novel",Joe Johnston,"Jonathan Hensleigh, Greg Taylor, Jim Strain, Chris Van Allsburg",7.1,390270,"Robin Williams, Kirsten Dunst, Bradley Pierce, Bonnie Hunt, Jonathan Hyde, Bebe Neuwirth, David Alan Grier, Adam Hann-Byrd, Patricia Clarkson, Laura Bell Bundy","Mild.  Alan Parrish is shown shirtless in a few scenes.  A female character wears a low-cut top in one scene.  There are a few suggestive jokes, including one about a character's ""berries"" and another about a character being ""ripe.""",2.0,1995,0,None,"Alan Parrish is shown shirtless in a few scenes.  A female character wears a low-cut top in one scene.  There are a few suggestive jokes, including one about a character's ""berries"" and another about a character being ""ripe."""
76600,Avatar: The Way of Water,192,en,"Set more than a decade after the events of the first film, learn the story of the Sully family (Jake, Neytiri, and their kids), the trouble that follows them, the lengths they go to keep each other safe, the battles they fight to stay alive, and the tragedies they endure.",241.285,Return to Pandora.,"Science Fiction, Adventure, Action",English,"dying and death, loss of loved one, alien life-form, resurrection, dysfunctional family, sequel, alien planet, distant future, adopted child, rebirth, family dynamics, adopted son, stronger villain, war",James Cameron,"James Cameron, Rick Jaffa, Amanda Silver, Josh Friedman, Shane Salerno",7.5,523260,"Sam Worthington, Zoe Saldaña, Sigourney Weaver, Stephen Lang, Kate Winslet, Cliff Curtis, Joel David Moore, CCH Pounder, Edie Falco, Jemaine Clement","Mild.  Partial female nudity is shown in a few scenes, with breasts covered by long hair or arms.  Male characters are shown shirtless.  A few kisses and embraces are shown between romantic partners.  Some suggestive dialogue.",2.0,2022,4,Mild,"Partial female nudity is shown in a few scenes, with breasts covered by long hair or arms.  Male characters are shown shirtless.  A few kisses and embraces are shown between romantic partners.  Some suggestive dialogue."
58574,Sherlock Holmes: A Game of Shadows,129,en,"There is a new criminal mastermind at large (Professor Moriarty) and not only is he Holmes’ intellectual equal, but his capacity for evil and lack of conscience may give him an advantage over the  detective.",31.501,The game is afoot.,"Adventure, Action, Crime, Mystery",English,"london, england, paris, france, detective inspector, steampunk, buddy, criminal mastermind, 19th century, sherlock holmes",Guy Ritchie,"Michele Mulroney, Kieran Mulroney, Arthur Conan Doyle",7.4,489225,"Robert Downey Jr., Jude Law, Noomi Rapace, Jared Harris, Rachel McAdams, Eddie Marsan, Kelly Reilly, Stephen Fry, Paul Anderson, Geraldine James",Mild.  A bare-chested man is seen briefly. A woman wears a low-cut dress that reveals cleavage. Some innuendo and flirting. A man and woman kiss passionately.,2.0,2011,3,Mild,A bare-chested man is seen briefly. A woman wears a low-cut dress that reveals cleavage. Some innuendo and flirting. A man and woman kiss passionately.
458156,John Wick: Chapter 3 - Parabellum,131,en,"Super-assassin John Wick returns with a $14 million price tag on his head and an army of bounty-hunting killers on his trail. After killing a member of the shadowy international assassin’s guild, the High Table, John Wick is excommunicado, but the world’s most ruthless hit men and women await his every turn.",80.825,Every action has consequences.,"Action, Thriller, Crime","Arabic, Mandarin, English, Indonesian, Italian, Japanese, Latin, Russian","new york city, martial arts, bratva (russian mafia), casablanca, morocco, secret society, morocco, secret organization, black humor, sahara desert, sequel, organized crime, one man army, consequences, aggressive, professional assassin, baba yaga, dog man friendship, defiant",Chad Stahelski,"Derek Kolstad, Shay Hatten, Chris Collins, Marc Abrams",7.4,444792,"Keanu Reeves, Halle Berry, Ian McShane, Laurence Fishburne, Mark Dacascos, Asia Kate Dillon, Lance Reddick, Anjelica Huston, Saïd Taghmaoui, Jerome Flynn","Mild.  Some scenes take place in a club with scantily clad women.  A woman is shown topless from behind, though nothing explicit is shown.  Some sexual innuendo.",2.0,2019,3,Mild,"Some scenes take place in a club with scantily clad women.  A woman is shown topless from behind, though nothing explicit is shown.  Some sexual innuendo."
196,Back to the Future Part III,119,en,"The final installment of the Back to the Future trilogy finds Marty digging the trusty DeLorean out of a mineshaft and looking for Doc in the Wild West of 1885. But when their time machine breaks down, the travelers are stranded in a land of spurs. More problems arise when Doc falls for pretty schoolteacher Clara Clayton, and Marty tangles with Buford Tannen.",33.735,They've saved the best trip for last... But this time they may have gone too far.,"Adventure, Comedy, Science Fiction",English,"california, saloon, sports car, inventor, horseback riding, indian territory, locomotive, time travel, native american, mad scientist, sequel, outlaw, shootout, gunfight, train, wild west, cavalry, 1950s, hoverboard, playful, relaxed, sarcastic",Robert Zemeckis,"Robert Zemeckis, Bob Gale",7.5,494657,"Michael J. Fox, Christopher Lloyd, Mary Steenburgen, Thomas F. Wilson, Lea Thompson, Elisabeth Shue, Matt Clark, Richard Dysart, Pat Buttram, Harry Carey, Jr.","Mild. Some kissing and innuendo. Clara Clayton faints and Marty catches her, then carries her.  A saloon girl dances suggestively on a bar.",2.0,1990,2,Mild,"Some kissing and innuendo. Clara Clayton faints and Marty catches her, then carries her.  A saloon girl dances suggestively on a bar."
600,Full Metal Jacket,117,en,A pragmatic U.S. Marine observes the dehumanizing effects the U.S.-Vietnam War has on his fellow recruits from their brutal boot camp training to the bloody street fighting in Hue.,40.541,In Vietnam The Wind Doesn't Blow It Sucks,"Drama, War","English, Vietnamese","rescue, sniper, vietnam war, suicide, vietnam, helicopter, prostitute, based on novel or book, propaganda, war correspondent, journalism, recruit, infantry, war photographer, boot camp, jungle, sergeant, racism, genocide, fighting, platoon, combat, discipline, u.s. marine, obstacle course, military, anti war, mass grave, blanket party",Stanley Kubrick,"Stanley Kubrick, Michael Herr, Gustav Hasford",8.2,812532,"Matthew Modine, Adam Baldwin, Vincent D'Onofrio, R. Lee Ermey, Dorian Harewood, Kevyn Major Howard, Arliss Howard, Ed O'Ross, John Terry, Kieron Jecchinis",Moderate.  There are several scenes in a Vietnamese brothel where prostitutes solicit the soldiers.  There is some brief nudity and implied sexual activity.  Crude sexual language is used frequently throughout the film.,4.0,1987,8,Moderate,There are several scenes in a Vietnamese brothel where prostitutes solicit the soldiers.  There is some brief nudity and implied sexual activity.  Crude sexual language is used frequently throughout the film.
64688,21 Jump Street,109,en,"In high school, Schmidt was a dork and Jenko was the popular jock. After graduation, both of them joined the police force and ended up as partners riding bicycles in the city park. Since they are young and look like high school students, they are assigned to an undercover unit to infiltrate a drug ring that is supplying high school students synthetic drugs.",31.405,The only thing getting blown tonight is their cover.,"Action, Comedy, Crime",English,"drug dealer, high school, investigation, nerd, male friendship, parody, jock, crude humor, undercover cop, high school student, police academy, buddy cop, buddy comedy, duringcreditsstinger, high school rivalry, bicycle cop, based on tv series, backstory, cops, party drugs, high school classmates","Phil Lord, Christopher Miller","Michael Bacall, Jonah Hill, Patrick Hasburgh, Stephen J. Cannell",7.2,616198,"Jonah Hill, Channing Tatum, Brie Larson, Dave Franco, Rob Riggle, DeRay Davis, Ice Cube, Dax Flame, Chris Parnell, Ellie Kemper",Moderate.  Some sexual humor and innuendo.  A teenage girl flashes her breasts at a party.  A teenage boy is shown shirtless.  A male teacher makes suggestive comments to a female student.  Brief discussion of oral sex.,4.0,2012,7,Moderate,Some sexual humor and innuendo.  A teenage girl flashes her breasts at a party.  A teenage boy is shown shirtless.  A male teacher makes suggestive comments to a female student.  Brief discussion of oral sex.
59967,Looper,118,en,"In the futuristic action thriller Looper, time travel will be invented but it will be illegal and only available on the black market. When the mob wants to get rid of someone, they will send their target 30 years into the past where a looper, a hired gun, like Joe is waiting to mop up. Joe is getting rich and life is good until the day the mob decides to close the loop, sending back Joe's future self for assassination.",31.34,"Hunted by your future, haunted by your past.","Action, Thriller, Science Fiction",English,"future, suicide, assassin, dystopia, drug addiction, time travel, retirement, tragedy, murder, organized crime, execution, criminal, contract killer, neo-noir, 2040s",Rian Johnson,Rian Johnson,7.4,613273,"Joseph Gordon-Levitt, Bruce Willis, Emily Blunt, Paul Dano, Noah Segan, Piper Perabo, Jeff Daniels, Pierce Gagnon, Qing Xu, Tracie Thoms",Moderate.  A man and woman are shown in bed together after having sex (no nudity).  A man is shown shirtless.  Some sexual innuendo.,3.0,2012,4,Mild,A man and woman are shown in bed together after having sex (no nudity).  A man is shown shirtless.  Some sexual innuendo.
629,The Usual Suspects,106,en,"Held in an L.A. interrogation room, Verbal Kint attempts to convince the feds that a mythic crime lord, Keyser Soze, not only exists, but was also responsible for drawing him and his four partners into a multi-million dollar heist that ended with an explosion in San Pedro harbor – leaving few survivors. Verbal lures his interrogators with an incredible story of the crime lord's almost supernatural prowess.",30.858,Five criminals. One line up. No coincidence.,"Drama, Crime, Thriller","Spanish, English, French, Hungarian","new york city, relatives, heist, gay interest, flashback, police corruption, whodunit, theft, criminal, criminal mastermind, cargo ship, mind game, neo-noir, mystery villain",Bryan Singer,Christopher McQuarrie,8.5,1176028,"Stephen Baldwin, Gabriel Byrne, Benicio del Toro, Kevin Pollak, Kevin Spacey, Chazz Palminteri, Pete Postlethwaite, Suzy Amis, Giancarlo Esposito, Dan Hedaya",Moderate.  A man is shown in bed with a woman; some kissing and implied sex.  Some scantily clad women are shown in a bar.  Sexual references.,4.0,1995,5,Moderate,A man is shown in bed with a woman; some kissing and implied sex.  Some scantily clad women are shown in a bar.  Sexual references.
1949,Zodiac,157,en,A cartoonist teams up with an ace reporter and a law enforcement officer to track down an elusive serial killer.,36.465,There's more than one way to lose your life to a killer.,"Crime, Drama, Mystery, Thriller",English,"newspaper, journalist, california, based on novel or book, police, san francisco, california, killing, detective, 1970s, investigation, victim, code, murder, serial killer, crime scene, reporter, whodunit, alcoholic, young man, fourth of july, newspaper article, cartoonist, 1960s, zodiac killer, bar",David Fincher,"James Vanderbilt, Robert Graysmith",7.7,625379,"Jake Gyllenhaal, Mark Ruffalo, Anthony Edwards, Robert Downey Jr., Chloë Sevigny, Elias Koteas, John Carroll Lynch, Brian Cox, Dermot Mulroney, Charles Fleischer",Brief non-graphic depictions of topless women in a strip club. A couple is shown in bed together (nothing explicit shown). Brief discussion of sexual assault.,2.0,2007,5,Moderate,Brief non-graphic depictions of topless women in a strip club. A couple is shown in bed together (nothing explicit shown). Brief discussion of sexual assault.
578,Jaws,124,en,"When an insatiable great white shark terrorizes the townspeople of Amity Island, the police chief, an oceanographer and a grizzled shark hunter seek to destroy the blood-thirsty beast.",34.492,The terrifying motion picture from the terrifying No.1 best seller.,"Horror, Thriller, Adventure",English,"dying and death, beach, based on novel or book, bathing, shipwreck, fishing, atlantic ocean, shark attack, police chief, ferry boat, animal attack, long island, new york, dead child, creature, skinny dipping, shark, great white shark, dead dog, child killed by animal, fourth of july, severed leg, fishing boat, animal horror, shark cage",Steven Spielberg,"Peter Benchley, Carl Gottlieb",8.1,684997,"Roy Scheider, Robert Shaw, Richard Dreyfuss, Lorraine Gary, Murray Hamilton, Carl Gottlieb, Jeffrey Kramer, Susan Backlinie, Ted Grossman, Chris Rebello","Brief partial nudity of a skinny dipping woman, seen from a distance. Some innuendo and sexual humor.",2.0,1975,3,Mild,"Brief partial nudity of a skinny dipping woman, seen from a distance. Some innuendo and sexual humor."
453,A Beautiful Mind,135,en,"John Nash is a brilliant but asocial mathematician fighting schizophrenia. After he accepts secret work in cryptography, his life takes a turn for the nightmarish.",36.253,He saw the world in a way no one could have imagined.,"Drama, Romance",English,"individual, schizophrenia, love of one's life, intelligence, mathematics, massachusetts, mathematician, market economy, economic theory, princeton university, nobel prize, mathematical theorem, delusion, genius, biography, math genius, savant",Ron Howard,"Akiva Goldsman, Sylvia Nasar",8.2,1011608,"Russell Crowe, Jennifer Connelly, Ed Harris, Paul Bettany, Christopher Plummer, Josh Lucas, Adam Goldberg, Anthony Rapp, Judd Hirsch, Jason Gray-Stanford",Mild.  A married couple is shown in bed together (no nudity) and they kiss.  A man is shown showering (back and shoulders visible).  Some sexual innuendo.,2.0,2001,4,Mild,A married couple is shown in bed together (no nudity) and they kiss.  A man is shown showering (back and shoulders visible).  Some sexual innuendo.
508442,Soul,101,en,"Joe Gardner is a middle school teacher with a love for jazz music. After a successful audition at the Half Note Club, he suddenly gets into an accident that separates his soul from his body and is transported to the You Seminar, a center in which souls develop and gain passions before being transported to a newborn child. Joe must enlist help from the other souls-in-training, like 22, a soul who has spent eons in the You Seminar, in order to get back to Earth.",48.876,Is all this living really worth dying for?,"Animation, Family, Comedy, Fantasy, Drama",English,"new york city, jazz, musician, cat, self-discovery, jazz singer or musician, teacher, life after death","Pete Docter, Kemp Powers","Pete Docter, Mike Jones, Kemp Powers",8.0,400059,"Jamie Foxx, Tina Fey, Graham Norton, Rachel House, Alice Braga, Richard Ayoade, Phylicia Rashād, Donnell Rawlings, Questlove, Angela Bassett",None.  No sexual content or nudity.,1.0,2020,0,None,No sexual content or nudity.
438631,Dune,155,en,"Paul Atreides, a brilliant and gifted young man born into a great destiny beyond his understanding, must travel to the most dangerous planet in the universe to ensure the future of his family and his people. As malevolent forces explode into conflict over the planet's exclusive supply of the most precious resource in existence-a commodity capable of unlocking humanity's greatest potential-only those who can conquer their fear will survive.",75.848,It begins.,"Science Fiction, Adventure","Mandarin, English","empire, future, epic, army, based on novel or book, prophecy, dystopia, emperor, sand, spice, hallucinogen, treason, baron, revenge, premonition, betrayal, space, water shortage, creature, desert, knife fight, destiny, giant worm, space opera, sand dune, messiah, mother son relationship, giant creature",Denis Villeneuve,"Jon Spaihts, Denis Villeneuve, Eric Roth, Frank Herbert",8.0,932611,"Timothée Chalamet, Rebecca Ferguson, Oscar Isaac, Jason Momoa, Stellan Skarsgård, Stephen McKinley Henderson, Josh Brolin, Javier Bardem, Sharon Duncan-Brewster, Chang Chen","Mild.  Some partial nudity of indigenous Fremen people is shown, as their culture dictates wearing stillsuits that leave some skin exposed.  There are also some scenes of implied intimacy between characters, but nothing graphic is shown.",2.0,2021,2,Mild,"Some partial nudity of indigenous Fremen people is shown, as their culture dictates wearing stillsuits that leave some skin exposed.  There are also some scenes of implied intimacy between characters, but nothing graphic is shown."
359940,"Three Billboards Outside Ebbing, Missouri",115,en,"After seven months have passed without a culprit in her daughter's murder case, Mildred Hayes makes a bold move, painting three signs leading into her town with a controversial message directed at Bill Willoughby, the town's revered chief of police. When his second-in-command Officer Jason Dixon, an immature mother's boy with a penchant for violence, gets involved, the battle between Mildred and Ebbing's law enforcement is only exacerbated.",23.357,,"Crime, Drama",English,"small town, suicide, police brutality, rape, missouri, dark comedy, alcoholism, murder, arson, cancer, teenage girl, police corruption, racism, anger, billboard, guilty conscience, molotov cocktail, pool hall",Martin McDonagh,Martin McDonagh,8.1,573397,"Frances McDormand, Woody Harrelson, Sam Rockwell, Lucas Hedges, Abbie Cornish, Caleb Landry Jones, Peter Dinklage, John Hawkes, Samara Weaving, Zeljko Ivanek",** Moderate.  A man's bare buttocks are shown as he is thrown out of a window. A woman is seen in her underwear and bra. Sexual references are made.,,2017,5,Moderate,A man's bare buttocks are shown as he is thrown out of a window. A woman is seen in her underwear and bra. Sexual references are made.
36658,X2,133,en,"Professor Charles Xavier and his team of genetically gifted superheroes face a rising tide of anti-mutant sentiment led by Col. William Stryker. Storm, Wolverine and Jean Grey must join their usual nemeses—Magneto and Mystique—to unhinge Stryker's scheme to exterminate all mutants.",1.157,The time has come for those who are different to stand united.,"Adventure, Action, Science Fiction","English, German, Italian","superhero, mutant, based on comic, superhuman, bigotry, discrimination",Bryan Singer,"Zak Penn, David Hayter, Bryan Singer, Michael Dougherty, Dan Harris",7.4,592526,"Patrick Stewart, Hugh Jackman, Ian McKellen, Halle Berry, Famke Janssen, James Marsden, Rebecca Romijn, Brian Cox, Alan Cumming, Bruce Davison","Mild. Mystique briefly appears nude in her natural blue form, though nothing sensitive is shown. A few characters wear tight/revealing clothing. Some innuendo and flirting. A woman kisses a man's neck.",2.0,2003,2,Mild,"Mystique briefly appears nude in her natural blue form, though nothing sensitive is shown. A few characters wear tight/revealing clothing. Some innuendo and flirting. A woman kisses a man's neck."
19913,(500) Days of Summer,95,en,"Tom, greeting-card writer and hopeless romantic, is caught completely off-guard when his girlfriend, Summer, suddenly dumps him. He reflects on their 500 days together to try to figure out where their love affair went sour, and in doing so, Tom rediscovers his true passions in life.",33.311,This is not a love story. This is a story about love.,"Comedy, Drama, Romance","English, French, Swedish","jealousy, gallery, fight, date, architect, interview, sister, love, friends, fate, los angeles, california, summer, year, heartache",Marc Webb,"Scott Neustadter, Michael H. Weber",7.7,581035,"Joseph Gordon-Levitt, Zooey Deschanel, Geoffrey Arend, Chloë Grace Moretz, Matthew Gray Gubler, Clark Gregg, Patricia Belcher, Rachel Boston, Minka Kelly, Charles Walker","Mild.  Kissing, implied sex, innuendo, and some discussion of sexuality. A woman is shown briefly in her bra.",3.0,2009,5,Moderate,"Kissing, implied sex, innuendo, and some discussion of sexuality. A woman is shown briefly in her bra."
13475,Star Trek,127,en,"The fate of the galaxy rests in the hands of bitter rivals. One, James Kirk, is a delinquent, thrill-seeking Iowa farm boy. The other, Spock, a Vulcan, was raised in a logic-based society that rejects all emotion. As fiery instinct clashes with calm reason, their unlikely but powerful partnership is the only thing capable of leading their crew through unimaginable danger, boldly going where no one has gone before. The human adventure has begun again.",43.385,The future begins.,"Science Fiction, Action, Adventure",English,"spacecraft, teleportation, san francisco, california, time travel, space mission, parachute, black hole, supernova, prequel, futuristic, warp speed, warp engine, space, romulans, alternate reality, space opera, reboot, unlikely friendship, child driving car, 23rd century, based on tv series, 24th century",J.J. Abrams,"Roberto Orci, Alex Kurtzman, Gene Roddenberry",7.9,626891,"Chris Pine, Zachary Quinto, Leonard Nimoy, Eric Bana, Bruce Greenwood, Karl Urban, Zoe Saldaña, Simon Pegg, John Cho, Anton Yelchin",Mild.  Kirk is shown shirtless in a couple of scenes.  Uhura is shown in her underwear in one scene.  Some mild flirting and innuendo.,2.0,2009,1,None,Kirk is shown shirtless in a couple of scenes.  Uhura is shown in her underwear in one scene.  Some mild flirting and innuendo.
89,Indiana Jones and the Last Crusade,127,en,"In 1938, an art collector appeals to eminent archaeologist Dr. Indiana Jones to embark on a search for the Holy Grail. Indy learns that a medieval historian has vanished while searching for it, and the missing man is his own father, Dr. Henry Jones Sr.. He sets out to rescue his father by following clues in the old man's notebook, which his father had mailed to him before he went missing. Indy arrives in Venice, where he enlists the help of a beautiful academic, Dr. Elsa Schneider, along with Marcus Brody and Sallah. Together they must stop the Nazis from recovering the power of eternal life and taking over the world!",52.439,"The man with the hat is back. And this time, he's bringing his Dad.","Adventure, Action","Arabic, English, German, Greek","saving the world, nazi, holy grail, venice, italy, entrapment, crusader, germany, riddle, brotherhood, zeppelin, tank, book burning, nazi officer, boat chase, gestapo, single father, traveling circus, archaeologist, bible quote, medieval, boy scouts, german soldier, motorcycle chase, hindenburg, german agent, 1930s, biblical archaeology, father son relationship, adolf hitler, german language, knights templar, nazi germany, the crusades",Steven Spielberg,"Jeffrey Boam, George Lucas, Menno Meyjes, Philip Kaufman",8.2,830462,"Harrison Ford, Sean Connery, Denholm Elliott, Alison Doody, John Rhys-Davies, Julian Glover, River Phoenix, Michael Byrne, Kevork Malikyan, Robert Eddison","Mild.  Elsa kisses Indy several times. Indy and Elsa are seen in bed together, but nothing is shown and it is implied that nothing happens. A character is shown shirtless.",2.0,1989,1,None,"Elsa kisses Indy several times. Indy and Elsa are seen in bed together, but nothing is shown and it is implied that nothing happens. A character is shown shirtless."
10020,Beauty and the Beast,84,en,"Follow the adventures of Belle, a bright young woman who finds herself in the castle of a prince who's been turned into a mysterious beast. With the help of the castle's enchanted staff, Belle soon learns the most important lesson of all -- that true beauty comes from within.",72.077,The most beautiful love story ever told.,"Romance, Family, Animation, Fantasy","French, English","princess, france, prince, castle, rose, musical, insane asylum, beast, based on fairy tale, eccentric man, toxic masculinity","Gary Trousdale, Kirk Wise","Linda Woolverton, Brenda Chapman, Chris Sanders, Burny Mattinson, Kevin Harkey, Brian Pimental, Bruce Woodside, Joe Ranft, Tom Ellery, Kelly Asbury, Robert Lence, Jeanne-Marie Leprince de Beaumont, John Sanford, Gabrielle-Suzanne Barbot de Villeneuve",8.0,488996,"Paige O'Hara, Robby Benson, Richard White, Jerry Orbach, David Ogden Stiers, Angela Lansbury, Rex Everhart, Jesse Corti, Bradley Pierce, Hal Smith","Mild.  Belle and the Beast share a romantic dance and a few kisses. Some flirting between Gaston and Belle, and Lefou fawns over Gaston.  There are some suggestive comments made by Gaston and Lefou.",2.0,1991,1,None,"Belle and the Beast share a romantic dance and a few kisses. Some flirting between Gaston and Belle, and Lefou fawns over Gaston.  There are some suggestive comments made by Gaston and Lefou."
641,Requiem for a Dream,102,en,The hopes and dreams of four ambitious people are shattered when their drug addictions begin spiraling out of control. A look into addiction and how it overcomes the mind and body.,16.408,,"Crime, Drama",English,"drug dealer, corruption, drug abuse, unsociability, degradation, insanity, heroin, drug addiction, junkie, hallucination, speed, diet, orderly, surrealism, illusion, fondling, drug use, grief, drug pusher, marijuana, chain gang, postmodern, drug trade, psychiatrist, drugged, illegal prostitution, gay parent, subculture, bitterness, hatred, industrial music, force feeding, decadence, marijuana joint, boyfriend girlfriend relationship, heroin addict, prescription drug abuse, eating disorder, heroin addiction, voyeurism, brunette, sign languages, shock, narcotics, hospitalization, incarceration, gay theme, lesbian, cautionary tale, methamphetamine, drug addict, moral corruption, psychological drama, split screen",Darren Aronofsky,"Hubert Selby Jr., Darren Aronofsky",8.3,926875,"Ellen Burstyn, Jared Leto, Jennifer Connelly, Marlon Wayans, Christopher McDonald, Louise Lasser, Marcia Jean Kurtz, Janet Sarno, Suzanne Shepherd, Joanne Gordon","Severe sexual content including graphic depictions of sexual acts (masturbation, oral sex, and sex with multiple partners), some involving drug-induced hallucinations and degradation.  Nudity is also present.",9.0,2000,9,Severe,"sexual content including graphic depictions of sexual acts (masturbation, oral sex, and sex with multiple partners), some involving drug-induced hallucinations and degradation.  Nudity is also present."
1402,The Pursuit of Happyness,117,en,A struggling salesman takes custody of his son as he's poised to begin a life-changing professional career.,42.153,,Drama,"English, Cantonese","work, worker, homeless person, single parent, san francisco, california, bus, homelessness, church service, bad luck, biography, based on true story, salesman, stockbroker, poor",Gabriele Muccino,Steve Conrad,8.0,581855,"Will Smith, Jaden Smith, Thandiwe Newton, Brian Howe, James Karen, Dan Castellaneta, Kurt Fuller, Takayo Fischer, Kevin West, George Cheung",None.  No sex or nudity.,1.0,2006,0,None,No sex or nudity.
301528,Toy Story 4,100,en,"Woody has always been confident about his place in the world and that his priority is taking care of his kid, whether that's Andy or Bonnie. But when Bonnie adds a reluctant new toy called ""Forky"" to her room, a road trip adventure alongside old and new friends will show Woody how big the world can be for a toy.",61.083,Get Ready to Hit the Road,"Family, Adventure, Animation, Comedy, Fantasy",English,"friendship, cartoon, rescue mission, sequel, buddy, cowboy, duringcreditsstinger, toy comes to life",Josh Cooley,"John Lasseter, Andrew Stanton, Josh Cooley, Valerie LaPointe, Rashida Jones, Will McCormack, Martin Hynes, Stephany Folsom",7.6,292516,"Tom Hanks, Tim Allen, Annie Potts, Tony Hale, Keegan-Michael Key, Madeleine McGraw, Christina Hendricks, Jordan Peele, Keanu Reeves, Ally Maki","None.  There are some mild innuendos, such as two plush toys being referred to as a married couple and a toy being called ""Giggle McDimples.""  A toy briefly mistakes another toy for his wife.",1.0,2019,0,None,"There are some mild innuendos, such as two plush toys being referred to as a married couple and a toy being called ""Giggle McDimples.""  A toy briefly mistakes another toy for his wife."
